device_id,device_type,measure_time,serial_number,coordinates,temperature,oxygen_mpl,oxygen_per,oxygen_ppm,timestamp,date_time
wando01,Buoy,1731829369522,SN-PODOC-3833,"{'latitude': 34.38246154785156, 'longitude': 126.73641967773438}","{'value': 18.35617446899414, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:42:49.522,2024-11-17 07:42:49
wando01,Buoy,1731829305154,SN-PODOC-3833,"{'latitude': 34.38246536254883, 'longitude': 126.73641967773438}","{'value': 18.341529846191406, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:41:45.154,2024-11-17 07:41:45
wando01,Buoy,1731829240814,SN-PODOC-3833,"{'latitude': 34.38246536254883, 'longitude': 126.73641967773438}","{'value': 18.3321647644043, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:40:40.814,2024-11-17 07:40:40
wando01,Buoy,1731829176484,SN-PODOC-3833,"{'latitude': 34.38246536254883, 'longitude': 126.73641967773438}","{'value': 18.3048152923584, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:39:36.484,2024-11-17 07:39:36
wando01,Buoy,1731829112194,SN-PODOC-3833,"{'latitude': 34.38246536254883, 'longitude': 126.73641967773438}","{'value': 18.300609588623047, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:38:32.194,2024-11-17 07:38:32
wando01,Buoy,1731829047884,SN-PODOC-3833,"{'latitude': 34.38246536254883, 'longitude': 126.73641967773438}","{'value': 18.29043960571289, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:37:27.884,2024-11-17 07:37:27
wando01,Buoy,1731828983574,SN-PODOC-3833,"{'latitude': 34.38246154785156, 'longitude': 126.73641967773438}","{'value': 18.28900718688965, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:36:23.574,2024-11-17 07:36:23
wando01,Buoy,1731828919276,SN-PODOC-3833,"{'latitude': 34.38246154785156, 'longitude': 126.73641967773438}","{'value': 18.289962768554688, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:35:19.276,2024-11-17 07:35:19
wando01,Buoy,1731828854974,SN-PODOC-3833,"{'latitude': 34.38246154785156, 'longitude': 126.73641967773438}","{'value': 18.29920768737793, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:34:14.974,2024-11-17 07:34:14
wando01,Buoy,1731828790722,SN-PODOC-3833,"{'latitude': 34.3824577331543, 'longitude': 126.73641967773438}","{'value': 18.3189525604248, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:33:10.722,2024-11-17 07:33:10
wando01,Buoy,1731828726493,SN-PODOC-3833,"{'latitude': 34.3824577331543, 'longitude': 126.73641967773438}","{'value': 18.318206787109375, 'unit': '°C'}","{'value': 0.0, 'unit': 'mg/L'}","{'value': 0.0, 'unit': '%'}",0.0,2024-11-17 07:32:06.493,2024-11-17 07:32:06
